id,source_split,text,tokens,labels,is_correct,review_note
train_021418,train,"Thưa bs, em bị block nhánh phải không hoàn toàn, hay tức ngực, tim đập nhanh, hồi hộp bs cho em cách điều trị như thế nào ạ? Em cảm ơn. Chào em, block nhánh là tình trạng trì hoãn hoặc gián đoạn đường dẫn truyền xung điện đi qua cơ tim để tạo nhịp tim. Sự trì hoãn hoặc gián đoạn có thể xảy ra trên đường dẫn truyền đi từ trái sang phải giữa hai thất của tim. Block nhánh thỉnh thoảng làm cho tim bơm máu không hiệu quả vào hệ thống tuần hoàn cơ thể. Nguyên nhân gây block nhánh phải không hoàn toàn có thể do bệnh tim bẩm sinh, bệnh tim thiếu máu cục bộ, tăng huyết áp và cũng có thể gặp ở người trẻ khỏe mạnh bình thường.",thưa bs em bị block nhánh phải không hoàn toàn hay tức ngực tim đập nhanh hồi hộp bs cho em cách điều trị như thế nào ạ em cảm ơn chào em block nhánh là tình trạng trì hoãn hoặc gián đoạn đường dẫn truyền xung điện đi qua cơ tim để tạo nhịp tim sự trì hoãn hoặc gián đoạn có thể xảy ra trên đường dẫn truyền đi từ trái sang phải giữa hai thất của tim block nhánh thỉnh thoảng làm cho tim bơm máu không hiệu quả vào hệ thống tuần hoàn cơ thể nguyên nhân gây block nhánh phải không hoàn toàn có thể do bệnh tim bẩm sinh bệnh tim thiếu máu cục bộ tăng huyết áp và cũng có thể gặp ở người trẻ khỏe mạnh bình thường,O COMMA O O O O O O O COMMA O O COMMA O O COMMA O O O O O O O O O O O QUESTION O O PERIOD O COMMA O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O COMMA O O O O O COMMA O O O O O O O O O O O O O O PERIOD,,
train_022432,train,"Diễn biến tăng chiều cao, cân nặng của em là hoàn toàn bình thường, không phải là tăng trưởng sớm, cũng chưa thấy dấu hiệu của thiếu hormone tăng trưởng. Chiều cao của con người phụ thuộc vào ba yếu tố chính gene di truyền, dinh dưỡng, nội tiết, môi trường và vận động. Trong số này, chỉ có yếu tố gene là không thể thay đổi, còn các yếu tố khác đều có thể tác động được. Chỉ định tiêm hormone tăng trưởng là hormone gh chỉ khi có bằng chứng rõ ràng về thiếu hụt hormone như các trường hợp bị bệnh lý suy tuyến yên, tổn thương xung quanh tuyến yên và vùng hạ đồi như chấn thương đầu nặng, u não hoặc nhiễm trùng dạng viêm màng não và viêm não, có giảm nồng độ hormone tăng trưởng gh.",diễn biến tăng chiều cao cân nặng của em là hoàn toàn bình thường không phải là tăng trưởng sớm cũng chưa thấy dấu hiệu của thiếu hormone tăng trưởng chiều cao của con người phụ thuộc vào ba yếu tố chính gene di truyền dinh dưỡng nội tiết môi trường và vận động trong số này chỉ có yếu tố gene là không thể thay đổi còn các yếu tố khác đều có thể tác động được chỉ định tiêm hormone tăng trưởng là hormone gh chỉ khi có bằng chứng rõ ràng về thiếu hụt hormone như các trường hợp bị bệnh lý suy tuyến yên tổn thương xung quanh tuyến yên và vùng hạ đồi như chấn thương đầu nặng u não hoặc nhiễm trùng dạng viêm màng não và viêm não có giảm nồng độ hormone tăng trưởng gh,O O O O COMMA O O O O O O O O COMMA O O O O O COMMA O O O O O O O O O PERIOD O O O O O O O O O O O O O O COMMA O COMMA O COMMA O O O O PERIOD O O COMMA O O O O O O O O O COMMA O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O COMMA O O O O O O O O O O O COMMA O O O O O O O PERIOD,,
train_025204,train,"Bsckii thái thị hồng ánh em hay bi te tay thi dung thuoc gi tot bsi bao em voi tê tay và tê bì có thể là triệu chứng của nhiều bệnh với những nguyên nhân khác nhau tác động trên hệ cxk, thần kinh, mạch máudo đó tùy trường hợp và tùy loại bệnh lý sẽ có những biện pháp điều trị khác nhau. Để chẩn đoán và điều trị, ngoài việc khám lâm sàng, chúng tôi còn đề nghị bn thực hiện một số thăm dò cận lâm sàng, tùy định hướng chẩn đoán để tránh mất thời gian và tốn kém cho người bệnh xét nghiệm máu, điện cơ, xq, chụp cắt lớp điện toán, cộng hưởng từ.",bsckii thái thị hồng ánh em hay bi te tay thi dung thuoc gi tot bsi bao em voi tê tay và tê bì có thể là triệu chứng của nhiều bệnh với những nguyên nhân khác nhau tác động trên hệ cxk thần kinh mạch máudo đó tùy trường hợp và tùy loại bệnh lý sẽ có những biện pháp điều trị khác nhau để chẩn đoán và điều trị ngoài việc khám lâm sàng chúng tôi còn đề nghị bn thực hiện một số thăm dò cận lâm sàng tùy định hướng chẩn đoán để tránh mất thời gian và tốn kém cho người bệnh xét nghiệm máu điện cơ xq chụp cắt lớp điện toán cộng hưởng từ,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O COMMA O O O O O O O O O O O O O O O O O O O PERIOD O O O O O COMMA O O O O COMMA O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O COMMA O COMMA COMMA O O O O COMMA O O PERIOD,,
train_026063,train,"Dạ dày tuệ tĩnh là thực phẩm chức năng, không phải là thuốc nên chỉ có tác dụng hỗ trợ, không thể thay thế vai trò của các thuốc chữa bệnh. Do đó, bạn cần cân nhắc và tham khảo ý kiến bác sĩ điều trị trước khi quyết định dùng chung với thuốc trị viêm loét dạ dày bạn nhé. Thân mến. Thưa bác sĩ. Cháu năm nay 20 tuổi, khoảng 2 năm trước khớp hàm bên phải của cháu bị lệch nhưng cháu ko chữa trị gì cả để 1 thời gian là khỏi. Bây giờ lại đến lượt hàm trái. Cháu không há to miệng được, không ăn được đồ dai. Cháu có lên mạng xem cách nắn lại hàm có dùng thử. Nhưng khi nắn xong ngậm miệng lại là lại bị chệch khớp tiếp. Bây giờ cháu phải làm gì ạ. Cảm ơn bác sĩ.",dạ dày tuệ tĩnh là thực phẩm chức năng không phải là thuốc nên chỉ có tác dụng hỗ trợ không thể thay thế vai trò của các thuốc chữa bệnh do đó bạn cần cân nhắc và tham khảo ý kiến bác sĩ điều trị trước khi quyết định dùng chung với thuốc trị viêm loét dạ dày bạn nhé thân mến thưa bác sĩ cháu năm nay 20 tuổi khoảng 2 năm trước khớp hàm bên phải của cháu bị lệch nhưng cháu ko chữa trị gì cả để 1 thời gian là khỏi bây giờ lại đến lượt hàm trái cháu không há to miệng được không ăn được đồ dai cháu có lên mạng xem cách nắn lại hàm có dùng thử nhưng khi nắn xong ngậm miệng lại là lại bị chệch khớp tiếp bây giờ cháu phải làm gì ạ cảm ơn bác sĩ,O O O O O O O O COMMA O O O O O O O O O O COMMA O O O O O O O O O O PERIOD O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O PERIOD O O PERIOD O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O PERIOD O O O O O COMMA O O O O PERIOD O O O O O O O O O O O PERIOD O O O O O O O O O O O O PERIOD O O O O O O PERIOD O O O PERIOD,,
train_027461,train,"Do đó em nên đi làm một thăm khám tổng quát trong đó có làm đông máu trước tiêm và cũng là sau sinh để xem sức khỏe em sao nhé và có thật sự đủ điều kiện tiêm không em nhé em bị đau lưng nhiều chào anh anh có bị đau lan xuống 2 chân ko? Chào bác sĩ. Cháu nhà em 3 tuổi, hiện tại đang có 1 lỗ to ở răng hàm màu theo răng không bị đen hay màu nâu và kẽ răng cửa bắt đầu có biểu hiện của sún răng. Bác sĩ có thể tư vấn cho em điều trị cho bé được không ạ? Cảm ơn bác sĩ. Chào bạn.",do đó em nên đi làm một thăm khám tổng quát trong đó có làm đông máu trước tiêm và cũng là sau sinh để xem sức khỏe em sao nhé và có thật sự đủ điều kiện tiêm không em nhé em bị đau lưng nhiều chào anh anh có bị đau lan xuống 2 chân ko chào bác sĩ cháu nhà em 3 tuổi hiện tại đang có 1 lỗ to ở răng hàm màu theo răng không bị đen hay màu nâu và kẽ răng cửa bắt đầu có biểu hiện của sún răng bác sĩ có thể tư vấn cho em điều trị cho bé được không ạ cảm ơn bác sĩ chào bạn,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O QUESTION O O PERIOD O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O QUESTION O O O PERIOD O PERIOD,,
train_027654,train,"Khi vào đường tiêu hóa, men vi sinh sẽ cải thiện cân bằng của hệ tạp khuẩn ruột và mang lại lợi ích cho sức khỏe người dùng. Men vi sinh được chỉ định ở bệnh nhân điều trị kháng sinh kéo dài nhằm cải thiện hệ vi sinh đường ruột. Loạn khuẩn ruột ở trẻ có liên quan đến việc tăng nguy cơ bị nhiễm trùng, tăng viêm tại hàng rào miễn dịch tại đường ruột và có khả năng gây ra các bệnh dị ứng vào giai đoạn sau khi trẻ trưởng thành. Do đó việc bổ sung men vi sinh được chứng minh là có vai trò quan trọng trong việc cân bằng hệ khuẩn ruột và phòng ngừa nhiễm trùng cũng như các phản ứng viêm của cơ thể.",khi vào đường tiêu hóa men vi sinh sẽ cải thiện cân bằng của hệ tạp khuẩn ruột và mang lại lợi ích cho sức khỏe người dùng men vi sinh được chỉ định ở bệnh nhân điều trị kháng sinh kéo dài nhằm cải thiện hệ vi sinh đường ruột loạn khuẩn ruột ở trẻ có liên quan đến việc tăng nguy cơ bị nhiễm trùng tăng viêm tại hàng rào miễn dịch tại đường ruột và có khả năng gây ra các bệnh dị ứng vào giai đoạn sau khi trẻ trưởng thành do đó việc bổ sung men vi sinh được chứng minh là có vai trò quan trọng trong việc cân bằng hệ khuẩn ruột và phòng ngừa nhiễm trùng cũng như các phản ứng viêm của cơ thể,O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD,,
train_027870,train,"Dạ e chào bác sĩ e đã tiem 2m vacxin nhưng trên sổ sức khỏe điên tử chỉ cập nhật 1m mũi 1 e tiêm ngày 27/6 bên tiêm chủng k đưa giấy xác nhận thông tinh mũi 1 vào ngày đó cho e e có liên hê hỗ trợ mà k được bác sĩ hỗ trợ giúp e đe e cập nhật đủ 2m được đi làm trởi lại ạ chào bạn, trên sổ sức khỏe điện tử thường cập nhật muộn. Sau khi tiêm mũi 2 bạn có được cấp giấy chứng nhận hoàn thành không? Sau tiêm mũi 1 chỉ có giấy hẹn tiêm mũi 2 thôi chứ không có chứng nhận tiêm mũi 1 đâu bạn.",dạ e chào bác sĩ e đã tiem 2m vacxin nhưng trên sổ sức khỏe điên tử chỉ cập nhật 1m mũi 1 e tiêm ngày 27/6 bên tiêm chủng k đưa giấy xác nhận thông tinh mũi 1 vào ngày đó cho e e có liên hê hỗ trợ mà k được bác sĩ hỗ trợ giúp e đe e cập nhật đủ 2m được đi làm trởi lại ạ chào bạn trên sổ sức khỏe điện tử thường cập nhật muộn sau khi tiêm mũi 2 bạn có được cấp giấy chứng nhận hoàn thành không sau tiêm mũi 1 chỉ có giấy hẹn tiêm mũi 2 thôi chứ không có chứng nhận tiêm mũi 1 đâu bạn,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O PERIOD O O O O O O O O O O O O O O QUESTION O O O O O O O O O O O O O O O O O O O O O PERIOD,,
train_028222,train,"Tuy nhiên bác sĩ cần biết rõ hơn những cơn gồng người của con diễn ra như thế nào? Hiện tượng táo bón của con là chức năng hay thực thể? Thời gian con điều trị viêm phổi thở máy tại viện nhi trung ương có gì bất lợi không? Để có thể đưa ra kết luận chính xác nhất thì bạn nên đưa con tới cơ sở y tế chuyên khoa gần nhất để được khám và tư vấn chính xác tình trạng của con nhé. Cám ơn bạn đã gửi câu hỏi đến hệ thống y tế vinmec. Trân trọng. Chào bác sĩ, năm nay con 14 tuổi con có vài vấn đề về răng miệng. Cái răng của con nó bị mẻ và nó còn nhọn nên nó cọ vào má gây sưng má nổi hột trong má.",tuy nhiên bác sĩ cần biết rõ hơn những cơn gồng người của con diễn ra như thế nào hiện tượng táo bón của con là chức năng hay thực thể thời gian con điều trị viêm phổi thở máy tại viện nhi trung ương có gì bất lợi không để có thể đưa ra kết luận chính xác nhất thì bạn nên đưa con tới cơ sở y tế chuyên khoa gần nhất để được khám và tư vấn chính xác tình trạng của con nhé cám ơn bạn đã gửi câu hỏi đến hệ thống y tế vinmec trân trọng chào bác sĩ năm nay con 14 tuổi con có vài vấn đề về răng miệng cái răng của con nó bị mẻ và nó còn nhọn nên nó cọ vào má gây sưng má nổi hột trong má,O O O O O O O O O O O O O O O O O O QUESTION O O O O O O O O O O O QUESTION O O O O O O O O O O O O O O O O O O QUESTION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O PERIOD O PERIOD O O COMMA O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O PERIOD,,
train_028658,train,"Buổi sáng ngủ dậy còn có đờm, một bên tai ù đến nhức, đầu cứ đau âm ỉ không dứt. Tình trạng này của con cũng lâu lắm rồi. Vậy bác sĩ cho con hỏi ù tai, nuốt vướng liên tục là bệnh gì? Con cảm ơn bác sĩ. Chào bạn, với câu hỏi ù tai, nuốt vướng liên tục là bệnh gì, bác sĩ xin giải đáp như sau nuốt vướng ở cổ họng thường còn gọi là loạn cảm họng. Đa số không có nguyên nhân rõ ràng. Một số nguyên nhân có thể nghĩ đến như viêm họng mạn, viêm amidan, hội chứng trào ngược, bệnh lý tuyến giáp, viêm xoang sau, stress. Đa số không nguy hiểm. Nếu bạn kèm theo đau đầu, ù tai một bên thì cần phải nội soi tai mũi họng kiểm tra hệ thống vùng vòm họng, tai giữa.",buổi sáng ngủ dậy còn có đờm một bên tai ù đến nhức đầu cứ đau âm ỉ không dứt tình trạng này của con cũng lâu lắm rồi vậy bác sĩ cho con hỏi ù tai nuốt vướng liên tục là bệnh gì con cảm ơn bác sĩ chào bạn với câu hỏi ù tai nuốt vướng liên tục là bệnh gì bác sĩ xin giải đáp như sau nuốt vướng ở cổ họng thường còn gọi là loạn cảm họng đa số không có nguyên nhân rõ ràng một số nguyên nhân có thể nghĩ đến như viêm họng mạn viêm amidan hội chứng trào ngược bệnh lý tuyến giáp viêm xoang sau stress đa số không nguy hiểm nếu bạn kèm theo đau đầu ù tai một bên thì cần phải nội soi tai mũi họng kiểm tra hệ thống vùng vòm họng tai giữa,O O O O O O COMMA O O O O O COMMA O O O O O O PERIOD O O O O O O O O PERIOD O O O O O O O COMMA O O O O O O QUESTION O O O O PERIOD O COMMA O O O O COMMA O O O O O O COMMA O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O PERIOD O O O O O O O O O O O COMMA O COMMA O O O COMMA O O O COMMA O O COMMA PERIOD O O O O PERIOD O O O O O COMMA O O O O O O O O O O O O O O O O O O COMMA O PERIOD,,
train_028786,train,"Viêm da cơ địa và viêm da tiết bã là 2 bệnh lý khác nhau viêm da cơ địa hay còn gọi là bệnh chàm, eczema là một trong số các bệnh về da mãn tính xảy đến với nhiều người. Bệnh thường hay tái phát, kéo dài nên rất khó điều trị dứt điểm triệu chứng viêm da cơ địa triệu chứng điển hình của bệnh biểu hiện tùy thuộc vào từng giai đoạn. Giai đoạn cấp tính hay gặp ở trẻ em, đặc trưng bởi các đám ban đỏ hình tròn, bị bong trợt da, trên bề mặt có các mụn nước và vảy tiết, xuất tiết nhiều dịch viêm và xung quanh bị phù nề. Bệnh nhân rất ngứa, cảm giác rát bỏng, nhất là về đêm, làm cho người bệnh bị mất ngủ, gãi nhiều có thể làm cho da bị trầy xước, nhiễm khuẩn.",viêm da cơ địa và viêm da tiết bã là 2 bệnh lý khác nhau viêm da cơ địa hay còn gọi là bệnh chàm eczema là một trong số các bệnh về da mãn tính xảy đến với nhiều người bệnh thường hay tái phát kéo dài nên rất khó điều trị dứt điểm triệu chứng viêm da cơ địa triệu chứng điển hình của bệnh biểu hiện tùy thuộc vào từng giai đoạn giai đoạn cấp tính hay gặp ở trẻ em đặc trưng bởi các đám ban đỏ hình tròn bị bong trợt da trên bề mặt có các mụn nước và vảy tiết xuất tiết nhiều dịch viêm và xung quanh bị phù nề bệnh nhân rất ngứa cảm giác rát bỏng nhất là về đêm làm cho người bệnh bị mất ngủ gãi nhiều có thể làm cho da bị trầy xước nhiễm khuẩn,O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O PERIOD O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O COMMA O O O O O O O O COMMA O O O COMMA O O O O O O O O O COMMA O O O O O O O O O O PERIOD O O O COMMA O O O COMMA O O O COMMA O O O O O O COMMA O O O O O O O O O COMMA O PERIOD,,
train_028894,train,"Vậy thông tin ở đâu là chính xác ạ? Em cám ơn bác sĩ. Bạn nên liên lạc với nơi tiêm để có thông tin đúng nhất nhé. Bs ơi cho mình hỏi, trước khi đi chích ngừa covid 19 mình đã bị ho và và bị đau bao tử trào ngược có dùng thuốc kháng sinh và thuốc bao tửngày 14 tháng mình được chích ngừa covid 19 của hãng astra zeneca, sau khi chích tối mình có sốt nhẹ rồi sao đó hết. Sau 2 ngày mình vẫn bị ho và nóng rang ngực, nước miếng trào lên miệng và nôn, mỗi lần nôn cảm thấy thở mệt. Ngày 17 mình lên bệnh viện quận 12 khám bệnh, ở đây mình được test âm tính, bác sỉ khám nói mình bị viêm phế quản cấp và tràu ngược dày, bác sĩ cho kháng sinh ofmanite-domesco 625mg.",vậy thông tin ở đâu là chính xác ạ em cám ơn bác sĩ bạn nên liên lạc với nơi tiêm để có thông tin đúng nhất nhé bs ơi cho mình hỏi trước khi đi chích ngừa covid 19 mình đã bị ho và và bị đau bao tử trào ngược có dùng thuốc kháng sinh và thuốc bao tửngày 14 tháng mình được chích ngừa covid 19 của hãng astra zeneca sau khi chích tối mình có sốt nhẹ rồi sao đó hết sau 2 ngày mình vẫn bị ho và nóng rang ngực nước miếng trào lên miệng và nôn mỗi lần nôn cảm thấy thở mệt ngày 17 mình lên bệnh viện quận 12 khám bệnh ở đây mình được test âm tính bác sỉ khám nói mình bị viêm phế quản cấp và tràu ngược dày bác sĩ cho kháng sinh ofmanite-domesco 625mg,O O O O O O O O QUESTION O O O O PERIOD O O O O O O O O O O O O O PERIOD O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O PERIOD O O O O O O O O O O COMMA O O O O O O COMMA O O O O O O PERIOD O O O O O O O O O COMMA O O O O O O COMMA O O O O O O O O O O O O O COMMA O O O O O O PERIOD,,
train_029257,train,"Tiểu nhiều gây ảnh hưởng đến đời sống của người bệnh chào bạn, tiểu nhiều lần, đau tức vùng bụng dưới, cảm giác đi tiểu không hết thường gặp trong các trường hợp nhiễm trùng tiết niệu, viêm bàng quang và niệu đạo, sỏi tiết niệu, bàng quang thần kinh tình trạng này cần phải phân biệt với tiểu nhiều lần như trong bệnh đái tháo đường hay đái tháo nhạt, người bệnh đi tiểu nhiều lần nhưng số lượng nước tiểu nhiều, dễ tiểu, không có cảm giác đau hoặc mót tiểu sau khi mới đi xong. Nếu đã khám và được kê toa điều trị, bạn vui lòng đính kèm các kết quả xét nghiệm và toa thuốc về chương trình để được tư vấn cụ thể hơn bạn nhé. Chào bác sĩ.",tiểu nhiều gây ảnh hưởng đến đời sống của người bệnh chào bạn tiểu nhiều lần đau tức vùng bụng dưới cảm giác đi tiểu không hết thường gặp trong các trường hợp nhiễm trùng tiết niệu viêm bàng quang và niệu đạo sỏi tiết niệu bàng quang thần kinh tình trạng này cần phải phân biệt với tiểu nhiều lần như trong bệnh đái tháo đường hay đái tháo nhạt người bệnh đi tiểu nhiều lần nhưng số lượng nước tiểu nhiều dễ tiểu không có cảm giác đau hoặc mót tiểu sau khi mới đi xong nếu đã khám và được kê toa điều trị bạn vui lòng đính kèm các kết quả xét nghiệm và toa thuốc về chương trình để được tư vấn cụ thể hơn bạn nhé chào bác sĩ,O O O O O O O O O O O O COMMA O O COMMA O O O O COMMA O O O O O O O O O O O O O O O COMMA O O O O O COMMA O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O COMMA O COMMA O O O O O O O O O O O O PERIOD O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O PERIOD,,
train_029872,train,"Trường hợp bạn có điều kiện kinh tế thì có thể lấy máu mẹ tìm nhiễm sắc thể thai nhi nipt và tùy kết quả để có hướng xử trí thích hợp. Thân mến. Chào bác sĩ, cả nhà em bị ghẻ rất lâu rồi, bôi các loại thuốc, tắm các loại lá không khỏi, em mới sinh cháu bé, bác sĩ cho em hỏi làm cách nào triệt để tận gốc ạ, em sợ sẽ lây sang bé mới sinh ạ? Chào em, bệnh cái ghẻ lây rất nhanh, nếu ở cùng nhà, và muốn điều trị ghẻ khỏi bệnh thì cần điều trị cho tất cả các thành viên trong gia đình cùng 1 lúc, không bỏ sót ai cả và cần tiệt trùng vệ sinh cá nhân và áo quần, chăn màn, ra, gốibằng nước sôi, mới khỏi bệnh được.",trường hợp bạn có điều kiện kinh tế thì có thể lấy máu mẹ tìm nhiễm sắc thể thai nhi nipt và tùy kết quả để có hướng xử trí thích hợp thân mến chào bác sĩ cả nhà em bị ghẻ rất lâu rồi bôi các loại thuốc tắm các loại lá không khỏi em mới sinh cháu bé bác sĩ cho em hỏi làm cách nào triệt để tận gốc ạ em sợ sẽ lây sang bé mới sinh ạ chào em bệnh cái ghẻ lây rất nhanh nếu ở cùng nhà và muốn điều trị ghẻ khỏi bệnh thì cần điều trị cho tất cả các thành viên trong gia đình cùng 1 lúc không bỏ sót ai cả và cần tiệt trùng vệ sinh cá nhân và áo quần chăn màn ra gốibằng nước sôi mới khỏi bệnh được,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O PERIOD O O COMMA O O O O O O O COMMA O O O COMMA O O O O O COMMA O O O O COMMA O O O O O O O O O O O O COMMA O O O O O O O O QUESTION O COMMA O O O O O COMMA O O O COMMA O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O COMMA O COMMA COMMA O O COMMA O O O PERIOD,,
train_030022,train,"Em mới thay kính nhưng em bị đau đầu, hoa mắt chóng mặt mặc dù em đeo độ này 2 năm rồi và đeo qua 3 cái kính với độ này nhưng mà vs kính thứ 4 em bị như v em nghi bị lệch tâm nhưng em đi hỏi người ta chỉ bảo do em đeo chưa quen tại kích thước kính moi to hơn kính tròn là kính mới của e kính vuông và 3 kính trc kiểu dáng na ná như v chào bạn. Dạ cho e hỏi có phải e bị lệch tâm kính k có nhiều nguyên nhân gây choáng sau khi đeo kính lắm em. Em đăng kí khám online với bs bằng cách ấn vào hình đại diện của bs, chọn giờ, chọn đặt khám, chọn mã giảm giá 150000đ để được miễn phí. Chọn hoàn tất để hệ thống lên lịch.",em mới thay kính nhưng em bị đau đầu hoa mắt chóng mặt mặc dù em đeo độ này 2 năm rồi và đeo qua 3 cái kính với độ này nhưng mà vs kính thứ 4 em bị như v em nghi bị lệch tâm nhưng em đi hỏi người ta chỉ bảo do em đeo chưa quen tại kích thước kính moi to hơn kính tròn là kính mới của e kính vuông và 3 kính trc kiểu dáng na ná như v chào bạn dạ cho e hỏi có phải e bị lệch tâm kính k có nhiều nguyên nhân gây choáng sau khi đeo kính lắm em em đăng kí khám online với bs bằng cách ấn vào hình đại diện của bs chọn giờ chọn đặt khám chọn mã giảm giá 150000đ để được miễn phí chọn hoàn tất để hệ thống lên lịch,O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O COMMA O COMMA O O COMMA O O O O O O O O PERIOD O O O O O O O PERIOD,,
train_030496,train,"Với những mô tả chị nêu và kết quả nội soi đại tràng cho thấy không có tổn thương niêm mạc thì đó là những cơ sở để thầy thuốc chẩn đoán hội chứng ruột kích thích. Tôi nghĩ rằng chẩn đoán chị bị hội chứng ruột kích thích là thỏa đáng. Tuy nhiên điều trị hội chứng ruột kích thích rất khó, người bệnh thường có triệu chứng tái đi tái lại nhiều lần, phải đi khám nhiều lần nên dễ có tâm lý ngờ vực, sợ bệnh. Để kiểm soát tốt tình trạng bệnh, chị cần để ý xem có loại thức ăn nào làm chị đau bụng đi ngoài.",với những mô tả chị nêu và kết quả nội soi đại tràng cho thấy không có tổn thương niêm mạc thì đó là những cơ sở để thầy thuốc chẩn đoán hội chứng ruột kích thích tôi nghĩ rằng chẩn đoán chị bị hội chứng ruột kích thích là thỏa đáng tuy nhiên điều trị hội chứng ruột kích thích rất khó người bệnh thường có triệu chứng tái đi tái lại nhiều lần phải đi khám nhiều lần nên dễ có tâm lý ngờ vực sợ bệnh để kiểm soát tốt tình trạng bệnh chị cần để ý xem có loại thức ăn nào làm chị đau bụng đi ngoài,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O PERIOD O O O O O O O O O O COMMA O O O O O O O O O O O COMMA O O O O O O O O O O O COMMA O PERIOD O O O O O O COMMA O O O O O O O O O O O O O O O PERIOD,,
train_030513,train,"Vì tình hình dịch bệnh phức tạp, gia đình phải liên hệ trước với các bv nào còn tiếp nhận điều trị bệnh lý thông thường trong khu vực mình sinh sống, ưu tiên bv đa khoa có đơn vị nội soi tiêu hóa, bạn nhé. Chào bsĩ, châu tên nguyễn ngọc thanh, năm nay cháu 16t. Lâu rồi cháu vẫn hay đau đầu bình thường, thức khuya là đau hay không ngủ trưa, nhưng dạo gần đây, cháu đau nửa đầu phía sau. Không phải ở gáy. Mà là phía sau bác sĩ ạ. Đau dữ dội, buồn nôn, nhắm mắt lại một lúc rồi mở mắt ra thì chói với ánh sáng, cho cháu hỏi cháu bị gì ạ? Chào cháu.",vì tình hình dịch bệnh phức tạp gia đình phải liên hệ trước với các bv nào còn tiếp nhận điều trị bệnh lý thông thường trong khu vực mình sinh sống ưu tiên bv đa khoa có đơn vị nội soi tiêu hóa bạn nhé chào bsĩ châu tên nguyễn ngọc thanh năm nay cháu 16t lâu rồi cháu vẫn hay đau đầu bình thường thức khuya là đau hay không ngủ trưa nhưng dạo gần đây cháu đau nửa đầu phía sau không phải ở gáy mà là phía sau bác sĩ ạ đau dữ dội buồn nôn nhắm mắt lại một lúc rồi mở mắt ra thì chói với ánh sáng cho cháu hỏi cháu bị gì ạ chào cháu,O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O COMMA O PERIOD O COMMA O O O O COMMA O O O PERIOD O O O O O O O O COMMA O O O O O O O COMMA O O O COMMA O O O O O PERIOD O O O PERIOD O O O O O O PERIOD O O COMMA O COMMA O O O O O O O O O O O O O COMMA O O O O O O QUESTION O PERIOD,,
